"resource_id"	"resource_name"	"url"	"resource_type"	"description"	"project_id"	"test"
203	"Icarus"	"http://cab.spbu.ru/software/icarus"	"Tool"	"Visualizer for de novo assembly evaluation"	1	"test"
204	"RAxML version 8"	"https://github.com/stamatak/standard-RAxML"	"Tool"	"A tool for phylogenetic analysis and post-analysis of large phylogenies"	1	"test"
205	"MRPrimerV"	"http://MRPrimerV.com"	"Tool"	"A database of PCR primers for RNA virus detection"	1	"test"
206	"Pharos"	"https://pharos.nih.gov"	"Tool"	"Collating protein information to shed light on the druggable genome"	1	"test"
207	"CAMUR"	"http://dmb.iasi.cnr.it/camur.php"	"Tool"	"Knowledge extraction from RNA-seq cancer data through equivalent classification rules"	1	"test"
208	"SplicePlot"	"http://montgomerylab.stanford.edu/spliceplot/index.html"	"Tool"	"A utility for visualizing splicing quantitative trait loci"	1	"test"
209	"PhenoScanner"	"http://www.phenoscanner.medschl.cam.ac.uk"	"Tool"	"A database of human genotype–phenotype associations"	1	"test"
210	"DeepBlueR"	"http://deepblue.mpi-inf.mpg.de/R"	"Tool"	"Large-scale epigenomic analysis in R"	1	"test"
211	"footprintDB"	"http://floresta.eead.csic.es/footprintdb"	"Tool"	"A database of transcription factors with annotated cis elements and binding interfaces"	1	"test"
212	"DeNovo"	"https://bioinformatics.cs.vt.edu/~alzahraa/denovo"	"Tool"	"Virus-host sequence-based protein–protein interaction prediction"	1	"test"
213	"SCell"	"http://sourceforge.net/projects/scell"	"Tool"	"Integrated analysis of single-cell RNA-seq data"	1	"test"
214	"Treelink"	"http://www.treelinkapp.com"	"Tool"	"Data integration, clustering and visualization of phylogenetic trees"	1	"test"
215	"PHYLOViZ 2.0"	"http://www.phyloviz.net/"	"Tool"	"Providing scalable data integration and visualization for multiple phylogenetic inference methods"	1	"test"
216	"MethBank"	"http://dnamethylome.org"	"Tool"	"A database integrating next-generation sequencing single-base-resolution DNA methylation programming data"	1	"test"
217	"Biogem"	"http://www.biogems.info/howto.html"	"Tool"	"An effective tool-based approach for scaling up open source software development in bioinformatics"	1	"test"
218	"GMcloser"	"https://sourceforge.net/projects/gmcloser/"	"Tool"	"Closing gaps in assemblies accurately with a likelihood-based selection of contig or long-read alignments"	1	"test"
219	"Companion"	"http://companion.sanger.ac.uk"	"Tool"	"A web server for annotation and analysis of parasite genomes"	1	"test"
220	"The BIG Data Center"	"http://bigd.big.ac.cn"	"Tool"	"From deposition to integration to translation"	1	"test"
221	"fqtools"	"https://github.com/alastair-droop/fqtools"	"Tool"	"An efficient software suite for modern FASTQ file manipulation"	1	"test"
222	"AutismKB"	"http://autismkb.cbi.pku.edu.cn"	"Tool"	"An evidence-based knowledgebase of autism genetics"	1	"test"
223	"Human Ageing Genomic Resources"	"http://genomics.senescence.info"	"Tool"	"Integrated databases and tools for the biology and genetics of ageing"	1	"test"
224	"bwtool"	"http://cromatina.crg.eu/bwtool"	"Tool"	"A tool for bigWig files"	1	"test"
225	"PEAR"	"http://www.exelixis-lab.org/web/software/pear"	"Tool"	"A fast and accurate Illumina Paired-End reAd mergeR"	1	"test"
226	"EBSeq"	"http://www.biostat.wisc.edu/~kendzior/EBSEQ/"	"Tool"	"An empirical Bayes hierarchical model for inference in RNA-seq experiments"	1	"test"
227	"InterMine"	"http://www.intermine.org"	"Tool"	"A flexible data warehouse system for the integration and analysis of heterogeneous biological data"	1	"test"
228	"WemIQ"	"http://www-rcf.usc.edu/~liangche/software.html"	"Tool"	"An accurate and robust isoform quantification method for RNA-seq data"	1	"test"
229	"BLSSpeller"	"http://bioinformatics.intec.ugent.be/blsspeller"	"Tool"	"Exhaustive comparative discovery of conserved cis-regulatory elements"	1	"test"
230	"SNiPA"	"http://www.snipa.org/"	"Tool"	"An interactive, genetic variant-centered annotation browser"	1	"test"
231	"JPred4"	"http://www.compbio.dundee.ac.uk/jpred4"	"Tool"	"A protein secondary structure prediction server"	1	"test"
232	"Lambda"	"http://www.seqan.de/projects/lambda"	"Tool"	"The local aligner for massive biological data"	1	"test"
233	"FinisherSC"	"http://kakitone.github.io/finishingTool/"	"Tool"	"A repeat-aware tool for upgrading de novo assembly using long reads"	1	"test"
234	"ExSPAnder"	"http://bioinf.spbau.ru/en/spades"	"Tool"	"A universal repeat resolver for DNA fragment assembly"	1	"test"
235	"ChEMBL"	"https://www.ebi.ac.uk/chembldb"	"Tool"	"A large-scale bioactivity database for drug discovery"	1	"test"
236	"caRpools"	"http://github.com/boutroslab/caRpools"	"Tool"	"An R package for exploratory data analysis and documentation of pooled CRISPR/Cas9 screens"	1	"test"
237	"RAREMETAL"	"http://genome.sph.umich.edu/wiki/RAREMETAL"	"Tool"	"Fast and powerful meta-analysis for rare variants"	1	"test"
238	"FEELnc"	"https://github.com/tderrien/FEELnc"	"Tool"	"A tool for long non-coding RNA annotation and its application to the dog transcriptome"	1	"test"
239	"FlyBase at 25"	"http://flybase.org"	"Tool"	"Looking to the future"	1	"test"
240	"Genomes OnLine Database (GOLD) v.6"	"https://gold.jgi.doe.gov"	"Tool"	"Data updates and feature enhancements"	1	"test"
241	"The Monarch Initiative"	"http://www.monarchinitiative.org"	"Tool"	"An integrative data and analytic platform connecting phenotypes to genotypes across species"	1	"test"
242	"piPipes"	"http://bowhan.github.io/piPipes/"	"Tool"	"A set of pipelines for piRNA and transposon analysis via small RNA-seq, RNA-seq, degradome- and CAGE-seq, ChIP-seq and genomic DNA sequencing"	1	"test"
243	"ALVIS"	"http://www.bitbucket.org/rfs/alvis"	"Tool"	"Interactive non-aggregative visualization and explorative analysis of multiple sequence alignments"	1	"test"
244	"TreeFam v9"	"http://www.treefam.org"	"Tool"	"A new website, more species and orthology-on-the-fly"	1	"test"
245	"The NIH genetic testing registry"	"http://ftp.ncbi.nih.gov/pub/GTR/_README.html"	"Tool"	"A new, centralized database of genetic tests to enable access to comprehensive information and improve transparency"	1	"test"
246	"Empowering biologists with multi-omics data"	"http://www.netgestalt.org"	"Tool"	"Colorectal cancer as a paradigm"	1	"test"
247	"Cake"	"http://cakesomatic.sourceforge.net/"	"Tool"	"A bioinformatics pipeline for the integrated analysis of somatic variants in cancer genomes"	1	"test"
248	"SYSBIONS"	"http://www.theosysbio.bio.ic.ac.uk/resources/sysbions/"	"Tool"	"Nested sampling for systems biology"	1	"test"
249	"BioCircos.js"	"http://bioinfo.ibp.ac.cn/biocircos/"	"Tool"	"An interactive Circos JavaScript library for biological data visualization on web applications"	1	"test"
250	"BigWig and BigBed"	"http://hgdownload.cse.ucsc.edu/admin/exe/linux.x86_64/"	"Tool"	"Enabling browsing of large distributed datasets"	1	"test"
251	"JASPAR 2016"	"http://jaspar.genereg.net"	"Tool"	"A major expansion and update of the open-access database of transcription factor binding profiles"	1	"test"
252	"The dbGaP data browser"	"http://exac.broadinstitute.org/"	"Tool"	"A new tool for browsing dbGaP controlled-access genomic data"	1	"test"
253	"BRANCH"	"http://manuals.bioinformatics.ucr.edu/home/branch"	"Tool"	"Boosting RNA-Seq assemblies with partial or related genomic sequences"	1	"test"
254	"MetaSV"	"http://bioinform.github.io/metasv/"	"Tool"	"An accurate and integrative structural-variant caller for next generation sequencing"	1	"test"
255	"R PheWAS"	"http://phewascatalog.org"	"Tool"	"Data analysis and plotting tools for phenome-wide association studies in the R environment"	1	"test"
256	"deepTools2"	"http://deeptools.ie-freiburg.mpg.de"	"Tool"	"A next generation web server for deep-sequencing data analysis"	1	"test"
257	"DOMINO"	"http://www.ub.edu/softevol/domino"	"Tool"	"Development of informative molecular markers for phylogenetic and genome-wide population genetic studies in non-model organisms"	1	"test"
258	"lncRNAtor"	"http://lncrnator.ewha.ac.kr/"	"Tool"	"A comprehensive resource for functional investigation of long non-coding RNAs"	1	"test"
259	"shortran"	"http://users-mb.au.dk/pmgrp/shortran/"	"Tool"	"A pipeline for small RNA-seq data analysis"	1	"test"
260	"Turtle"	"http://bioinformatics.rutgers.edu/Software/Turtle"	"Tool"	"Identifying frequent k -mers with cache-efficient algorithms"	1	"test"
261	"edgeRun"	"http://cran.r-project.org/web/packages/edgeRun"	"Tool"	"An R package for sensitive, functionally relevant differential expression discovery using an unconditional exact test"	1	"test"
262	"TSSer"	"http://www.clipz.unibas.ch/TSSer/index.php"	"Tool"	"An automated method to identify transcription start sites in prokaryotic genomes from differential RNA sequencing data"	1	"test"
263	"The Gene Wiki"	"http://en.wikipedia.org/wiki/Portal:Gene_Wiki"	"Tool"	"Community intelligence applied to human gene annotation"	1	"test"
264	"SeqPig"	"http://sourceforge.net/projects/seqpig/"	"Tool"	"Simple and scalable scripting for large sequencing data sets in Hadoop"	1	"test"
265	"BioJava"	"http://biojava.org/wiki/BioJava:MailingLists"	"Tool"	"An open-source framework for bioinformatics in 2012"	1	"test"
266	"Reference sequence (RefSeq) database at NCBI"	"http://www.ncbi.nlm.nih.gov/refseq/"	"Tool"	"Current status, taxonomic expansion, and functional annotation"	1	"test"
267	"CBrowse"	"http://bioinfolab.muohio.edu/CBrowse/"	"Tool"	"A SAM/BAM-based contig browser for transcriptome assembly visualization and analysis"	1	"test"
268	"VARIANT"	"http://variant.bioinfo.cipf.es"	"Tool"	"Command Line, Web service and Web interface for fast and accurate functional characterization of variants found by Next-Generation Sequencing"	1	"test"
269	"pileup.js"	"https://github.com/hammerlab/pileup.js"	"Tool"	"A JavaScript library for interactive and in-browser visualization of genomic data"	1	"test"
270	"Oases"	"http://www.ebi.ac.uk/~zerbino/oases/"	"Tool"	"Robust de novo RNA-seq assembly across the dynamic range of expression levels"	1	"test"
271	"Artemis"	"http://www.sanger.ac.uk/resources/software/artemis/"	"Tool"	"An integrated platform for visualization and analysis of high-throughput sequence-based experimental data"	1	"test"
272	"MAGenTA"	"https://vanopijnenlab.github.io/MAGenTA/"	"Tool"	"A Galaxy implemented tool for complete Tn-Seq analysis and data visualization"	1	"test"
273	"Rcount"	"http://www.seqan.de"	"Tool"	"Simple and flexible RNA-Seq read counting"	1	"test"
274	"OrfM"	"http://github.com/wwood/OrfM"	"Tool"	"A fast open reading frame predictor for metagenomic data"	1	"test"
275	"ngsTools"	"https://github.com/mfumagalli/ngsTools"	"Tool"	"Methods for population genetics analyses from next-generation sequencing data"	1	"test"
276	"Integrated genome browser"	"http://bioviz.org/igb"	"Tool"	"Visual analytics platform for genomics"	1	"test"
277	"BioServices"	"http://pypi.python.org/pypi/bioservices"	"Tool"	"A common Python package to access biological Web Services programmatically"	1	"test"
278	"EGAD"	"http://bioconductor.org"	"Tool"	"Ultra-fast functional analysis of gene networks"	1	"test"
279	"RASER"	"https://github.com/jaegyoonahn/RASER"	"Tool"	"Reads aligner for SNPs and editing sites of RNA"	1	"test"
280	"Knime4Bio"	"http://code.google.com/p/knime4bio/"	"Tool"	"A set of custom nodes for the interpretation of next-generation sequencing data with KNIME"	1	"test"
281	"The Genomes OnLine Database (GOLD) v.4"	"http://www.genomesonline.org/"	"Tool"	"Status of genomic and metagenomic projects and their associated metadata"	1	"test"
282	"COSMOS"	"http://lpm.hms.harvard.edu"	"Tool"	"Python library for massively parallel workflows"	1	"test"
283	"regioneR"	"http://www.bioconductor.org/packages/regioneR"	"Tool"	"An R/Bioconductor package for the association analysis of genomic regions based on permutation tests"	1	"test"
284	"Maligner"	"https://github.com/LeeMendelowitz/maligner"	"Tool"	"A fast ordered restriction map aligner"	1	"test"
285	"AKT"	"https://illumina.github.io/akt"	"Tool"	"Ancestry and kinship toolkit"	1	"test"
286	"LNCipedia"	"http://www.lncipedia.org"	"Tool"	"A database for annotated human lncRNA transcript sequences and structures"	1	"test"
287	"InterPro in 2011"	"http://www.ebi.ac.uk/interpro/"	"Tool"	"New developments in the family and domain prediction database"	1	"test"
288	"The Rat Genome Database 2015"	"http://rgd.mcw.edu"	"Tool"	"Genomic, phenotypic and environmental variations and disease"	1	"test"
289	"Omega"	"http://omega.omicsbio.org"	"Tool"	"An Overlap-graph de novo Assembler for Metagenomics"	1	"test"
290	"SomaticSniper"	"http://gmt.genome.wustl.edu/somatic-sniper/current/"	"Tool"	"Identification of somatic point mutations in whole genome sequencing data"	1	"test"
291	"TIGAR"	"http://github.com/nariai/tigar"	"Tool"	"Transcript isoform abundance estimation method with gapped alignment of RNA-Seq data by variational Bayesian inference"	1	"test"
292	"Circleator"	"http://clovr.org"	"Tool"	"Flexible circular visualization of genome-associated data with BioPerl and SVG"	1	"test"
293	"PopIns"	"http://github.com/bkehr/popins"	"Tool"	"Population-scale detection of novel sequence insertions"	1	"test"
294	"The Digital Ageing Atlas"	"http://ageing-map.org/"	"Tool"	"Integrating the diversity of age-related changes into a unified resource"	1	"test"
295	"MERAV"	"http://merav.wi.mit.edu"	"Tool"	"A tool for comparing gene expression across human tissues and cell types"	1	"test"
296	"WhopGenome"	"http://cran.r-project.org/web/packages/WhopGenome/"	"Tool"	"High-speed access to whole-genome variation and sequence data in R"	1	"test"
297	"methyLiftover"	"https://github.com/Christensen-Lab-Dartmouth/methyLiftover"	"Tool"	"Cross-platform DNA methylation data integration"	1	"test"
298	"HilbertCurve"	"http://www.bioconductor.org/packages/devel/bioc/html/HilbertCurve.html"	"Tool"	"An R/Bioconductor package for high-resolution visualization of genomic data"	1	"test"
299	"The ChEMBL bioactivity database"	"https://www.ebi.ac.uk/chembl"	"Tool"	"An update"	1	"test"
300	"admixturegraph"	"https://cran.r-project.org/web/packages/admixturegraph"	"Tool"	"An R package for admixture graph manipulation and fitting"	1	"test"
301	"RefSeq microbial genomes database"	"http://www.ncbi.nlm.nih.gov/genome"	"Tool"	"New representation and annotation strategy"	1	"test"
302	"MDS"	"http://combo.dbe.unifi.it/medusa"	"Tool"	"A multi-draft based scaffolder"	1	"test"
303	"Disease Ontology"	"http://diseaseontology.sf.net"	"Tool"	"A backbone for disease semantic integration"	1	"test"
304	"EDAM"	"http://edamontology.org/EDAM.owl"	"Tool"	"An ontology of bioinformatics operations, types of data and identifiers, topics and formats"	1	"test"
305	"GWASdb"	"http://jjwanglab.org/gwasdb"	"Tool"	"A database for human genetic variants identified by genome-wide association studies"	1	"test"
306	"ms-data-core-api"	"https://github.com/PRIDE-Utilities/ms-data-core-api"	"Tool"	"An open-source, metadata-oriented library for computational proteomics"	1	"test"
307	"NgsRelate"	"http://www.popgen.dk/software"	"Tool"	"A software tool for estimating pairwise relatedness from next-generation sequencing data"	1	"test"
308	"Identifiers.org and MIRIAM Registry"	"http://www.ebi.ac.uk/miriam"	"Tool"	"Community resources to provide persistent identification"	1	"test"
309	"EBARDenovo"	"http://ebardenovo.sourceforge.net/"	"Tool"	"Highly accurate de novo assembly of RNA-Seq with efficient chimera-detection"	1	"test"
310	"CHOPCHOP v2"	"http://chopchop.cbu.uib.no"	"Tool"	"A web tool for the next generation of CRISPR genome engineering"	1	"test"
311	"Redundans"	"https://github.com/Gabaldonlab/redundans"	"Tool"	"An assembly pipeline for highly heterozygous genomes"	1	"test"
312	"BlueSNP"	"http://github.com/ibm-bioinformatics/bluesnp"	"Tool"	"R package for highly scalable genome-wide association studies using Hadoop clusters"	1	"test"
313	"CrossMap"	"http://crossmap.sourceforge.net/"	"Tool"	"A versatile tool for coordinate conversion between genome assemblies"	1	"test"
314	"BLESS"	"http://sourceforge.net/p/bless-ec"	"Tool"	"Bloom filter-based error correction solution for high-throughput sequencing reads"	1	"test"
